피자 ID,주문 ID,피자 이름 ID,주문 수량,주문 날짜,주문 요일,주문 시간,단가,총액,피자 사이즈,피자 종류,피자 재료 목록,피자 이름,사이즈별 가격 구간
1493,663,four_cheese_l,1,1/11/2015,Sunday,17:29:14,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
1495,664,ital_supr_l,1,1/11/2015,Sunday,17:35:14,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
1496,664,pepperoni_l,1,1/11/2015,Sunday,17:35:14,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
1499,666,hawaiian_l,1,1/11/2015,Sunday,17:42:25,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
1503,668,mexicana_l,1,1/11/2015,Sunday,18:13:12,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1504,668,peppr_salami_l,1,1/11/2015,Sunday,18:13:12,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1506,669,ital_cpcllo_l,1,1/11/2015,Sunday,18:40:44,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1507,669,mexicana_l,1,1/11/2015,Sunday,18:40:44,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1512,672,spicy_ital_l,1,1/11/2015,Sunday,19:18:46,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1513,673,soppressata_l,1,1/11/2015,Sunday,19:28:13,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,고가
1516,674,mexicana_l,1,1/11/2015,Sunday,19:33:05,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1519,675,napolitana_l,1,1/11/2015,Sunday,19:33:19,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1520,676,mexicana_l,1,1/11/2015,Sunday,19:44:57,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1522,677,peppr_salami_l,1,1/11/2015,Sunday,19:51:09,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1528,679,ital_supr_l,1,1/11/2015,Sunday,20:31:02,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
1529,679,mediterraneo_l,1,1/11/2015,Sunday,20:31:02,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
1532,681,peppr_salami_l,1,1/11/2015,Sunday,21:29:50,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1533,682,ital_supr_l,1,1/12/2015,Monday,11:38:15,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
1534,683,ckn_pesto_l,1,1/12/2015,Monday,11:39:08,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
1537,684,four_cheese_l,1,1/12/2015,Monday,12:01:23,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
1538,685,soppressata_l,1,1/12/2015,Monday,12:11:46,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,고가
1541,688,spicy_ital_l,1,1/12/2015,Monday,12:26:41,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1543,689,thai_ckn_l,1,1/12/2015,Monday,12:33:22,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1546,691,bbq_ckn_l,1,1/12/2015,Monday,12:45:53,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1549,693,bbq_ckn_l,1,1/12/2015,Monday,13:04:24,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1553,694,ital_veggie_l,1,1/12/2015,Monday,13:30:47,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,고가
1555,694,pepperoni_l,1,1/12/2015,Monday,13:30:47,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
1562,698,pep_msh_pep_l,1,1/12/2015,Monday,14:08:16,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
1563,698,thai_ckn_l,1,1/12/2015,Monday,14:08:16,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1567,700,ital_cpcllo_l,1,1/12/2015,Monday,14:31:13,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1576,704,mediterraneo_l,1,1/12/2015,Monday,15:28:25,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
1581,706,napolitana_l,1,1/12/2015,Monday,15:39:04,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1583,707,peppr_salami_l,1,1/12/2015,Monday,15:41:32,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1584,707,southw_ckn_l,1,1/12/2015,Monday,15:41:32,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1585,708,four_cheese_l,1,1/12/2015,Monday,15:52:44,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
1587,710,hawaiian_l,1,1/12/2015,Monday,15:59:52,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
1588,710,southw_ckn_l,1,1/12/2015,Monday,15:59:52,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1592,711,mexicana_l,1,1/12/2015,Monday,16:21:10,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1594,711,sicilian_l,1,1/12/2015,Monday,16:21:10,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
1595,712,ital_veggie_l,1,1/12/2015,Monday,16:22:18,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,고가
1596,713,five_cheese_l,1,1/12/2015,Monday,16:31:56,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1599,714,hawaiian_l,1,1/12/2015,Monday,16:55:08,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
1601,714,ital_cpcllo_l,1,1/12/2015,Monday,16:55:08,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1607,717,southw_ckn_l,1,1/12/2015,Monday,17:24:44,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1609,718,southw_ckn_l,1,1/12/2015,Monday,17:46:30,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1610,719,bbq_ckn_l,1,1/12/2015,Monday,17:52:27,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1613,720,napolitana_l,1,1/12/2015,Monday,17:53:59,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1617,721,spicy_ital_l,1,1/12/2015,Monday,18:17:15,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1618,722,napolitana_l,1,1/12/2015,Monday,18:20:58,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1620,723,bbq_ckn_l,1,1/12/2015,Monday,18:21:04,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1624,724,southw_ckn_l,2,1/12/2015,Monday,18:24:47,20.75,41.5,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1627,725,thai_ckn_l,1,1/12/2015,Monday,18:33:14,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1635,729,hawaiian_l,1,1/12/2015,Monday,19:20:41,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
1640,732,spinach_fet_l,1,1/12/2015,Monday,19:30:17,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
1642,733,ital_cpcllo_l,1,1/12/2015,Monday,19:57:36,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1644,733,thai_ckn_l,1,1/12/2015,Monday,19:57:36,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1649,736,five_cheese_l,1,1/12/2015,Monday,21:35:14,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1656,740,ckn_pesto_l,1,1/13/2015,Tuesday,12:29:51,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
1657,740,five_cheese_l,2,1/13/2015,Tuesday,12:29:51,18.5,37.0,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1658,740,four_cheese_l,1,1/13/2015,Tuesday,12:29:51,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
1659,740,ital_cpcllo_l,2,1/13/2015,Tuesday,12:29:51,20.5,41.0,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1661,740,napolitana_l,1,1/13/2015,Tuesday,12:29:51,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1663,740,sicilian_l,1,1/13/2015,Tuesday,12:29:51,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
1664,740,spinach_fet_l,1,1/13/2015,Tuesday,12:29:51,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
1669,742,bbq_ckn_l,1,1/13/2015,Tuesday,12:53:01,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1670,743,napolitana_l,1,1/13/2015,Tuesday,13:08:32,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1672,745,bbq_ckn_l,1,1/13/2015,Tuesday,13:36:53,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1677,745,napolitana_l,1,1/13/2015,Tuesday,13:36:53,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1679,746,spicy_ital_l,1,1/13/2015,Tuesday,13:41:13,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1681,747,mexicana_l,1,1/13/2015,Tuesday,14:15:02,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1683,747,spicy_ital_l,1,1/13/2015,Tuesday,14:15:02,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1684,748,five_cheese_l,1,1/13/2015,Tuesday,14:27:31,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1687,751,calabrese_l,1,1/13/2015,Tuesday,15:07:35,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
1696,753,prsc_argla_l,1,1/13/2015,Tuesday,15:22:11,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
1698,754,southw_ckn_l,1,1/13/2015,Tuesday,15:47:56,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1704,757,napolitana_l,1,1/13/2015,Tuesday,16:10:34,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1706,757,spicy_ital_l,1,1/13/2015,Tuesday,16:10:34,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1710,759,calabrese_l,1,1/13/2015,Tuesday,16:14:56,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
1714,762,ital_cpcllo_l,1,1/13/2015,Tuesday,16:36:36,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1715,762,soppressata_l,1,1/13/2015,Tuesday,16:36:36,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,고가
1716,762,thai_ckn_l,1,1/13/2015,Tuesday,16:36:36,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1722,765,ital_cpcllo_l,1,1/13/2015,Tuesday,17:11:41,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1727,766,southw_ckn_l,1,1/13/2015,Tuesday,17:21:45,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1728,767,classic_dlx_l,1,1/13/2015,Tuesday,17:21:48,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
1731,770,peppr_salami_l,1,1/13/2015,Tuesday,17:44:13,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1737,773,pep_msh_pep_l,1,1/13/2015,Tuesday,18:18:15,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
1738,774,ckn_pesto_l,1,1/13/2015,Tuesday,18:31:07,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
1740,775,bbq_ckn_l,1,1/13/2015,Tuesday,18:42:12,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1741,775,five_cheese_l,1,1/13/2015,Tuesday,18:42:12,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1745,776,thai_ckn_l,2,1/13/2015,Tuesday,18:50:43,20.75,41.5,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1746,777,bbq_ckn_l,1,1/13/2015,Tuesday,19:10:20,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1754,779,ital_supr_l,1,1/13/2015,Tuesday,19:19:58,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
1757,780,ital_cpcllo_l,1,1/13/2015,Tuesday,20:12:49,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1758,781,ital_cpcllo_l,1,1/13/2015,Tuesday,20:31:17,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
1759,781,southw_ckn_l,1,1/13/2015,Tuesday,20:31:17,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1761,781,veggie_veg_l,1,1/13/2015,Tuesday,20:31:17,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
1762,782,calabrese_l,1,1/13/2015,Tuesday,20:36:27,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
1763,782,thai_ckn_l,1,1/13/2015,Tuesday,20:36:27,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1765,783,thai_ckn_l,1,1/13/2015,Tuesday,21:17:08,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1768,785,hawaiian_l,1,1/14/2015,Wednesday,11:28:44,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
1769,785,southw_ckn_l,1,1/14/2015,Wednesday,11:28:44,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1770,786,five_cheese_l,1,1/14/2015,Wednesday,11:35:30,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1772,787,spicy_ital_l,1,1/14/2015,Wednesday,11:45:30,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1774,789,spinach_fet_l,1,1/14/2015,Wednesday,11:51:37,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
1775,790,five_cheese_l,1,1/14/2015,Wednesday,12:07:30,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1776,790,spinach_supr_l,1,1/14/2015,Wednesday,12:07:30,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,고가
1780,792,four_cheese_l,1,1/14/2015,Wednesday,12:37:48,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
1782,792,mexicana_l,1,1/14/2015,Wednesday,12:37:48,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
1784,792,spin_pesto_l,2,1/14/2015,Wednesday,12:37:48,20.75,41.5,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,고가
1786,793,prsc_argla_l,1,1/14/2015,Wednesday,12:38:27,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
1788,795,five_cheese_l,1,1/14/2015,Wednesday,12:42:17,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1793,798,five_cheese_l,1,1/14/2015,Wednesday,12:50:30,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
1800,800,calabrese_l,2,1/14/2015,Wednesday,12:54:35,20.25,40.5,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
1805,800,spicy_ital_l,1,1/14/2015,Wednesday,12:54:35,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
1807,801,classic_dlx_l,1,1/14/2015,Wednesday,13:10:53,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
1810,801,napolitana_l,1,1/14/2015,Wednesday,13:10:53,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1811,801,sicilian_l,1,1/14/2015,Wednesday,13:10:53,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
1813,801,southw_ckn_l,1,1/14/2015,Wednesday,13:10:53,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1815,801,spin_pesto_l,1,1/14/2015,Wednesday,13:10:53,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,고가
1816,801,spinach_supr_l,1,1/14/2015,Wednesday,13:10:53,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,고가
1817,801,thai_ckn_l,1,1/14/2015,Wednesday,13:10:53,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
1824,806,bbq_ckn_l,1,1/14/2015,Wednesday,14:12:22,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
1826,808,peppr_salami_l,2,1/14/2015,Wednesday,14:15:32,20.75,41.5,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
1833,813,southw_ckn_l,1,1/14/2015,Wednesday,16:09:29,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
1835,814,veggie_veg_l,1,1/14/2015,Wednesday,16:21:23,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
1836,815,napolitana_l,1,1/14/2015,Wednesday,16:38:00,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
1837,816,southw_ckn_l,1,1/14/2015,Wednesday,17:04:08,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
